state/union_territory,city/town/village,year,so2,no2,pm10,pm2.5
Bihar,Begusarai,2022,12.0,16.0,188.0,114.0
Bihar,Bettiah,2022,3.0,24.0,178.0,95.0
Bihar,Bhagalpur,2022,15.0,54.0,170.0,82.0
Bihar,Bihar Sharif,2022,5.0,43.0,209.0,86.0
Bihar,Buxar,2022,4.0,31.0,213.0,89.0
Bihar,Chhapra,2022,6.0,37.0,216.0,98.0
Bihar,Darbhanga,2022,10.0,20.0,202.0,92.0
Bihar,Gaya,2022,8.0,38.0,149.0,71.0
Bihar,Hajipur,2022,5.0,24.0,138.0,67.0
Bihar,Katihar,2022,8.0,32.0,227.0,103.0
Bihar,Kishanganj,2022,6.0,36.0,142.0,75.0
Bihar,Manguraha,2022,5.0,26.0,88.0,38.0
Bihar,Motihari,2022,7.0,31.0,153.0,79.0
Bihar,Munger,2022,15.0,29.0,201.0,90.0
Bihar,Muzaffarpur,2022,9.0,24.0,175.0,89.0
Bihar,Patna,2022,7.0,32.0,175.0,90.0
Bihar,Purnia,2022,5.0,45.0,167.0,100.0
Bihar,Rajgir,2022,6.0,35.0,132.0,70.0
Bihar,Saharsa,2022,4.0,43.0,250.0,103.0
Bihar,Samastipur,2022,5.0,40.0,220.0,88.0
Bihar,Sasaram,2022,13.0,53.0,142.0,74.0
Bihar,Siwan,2022,8.0,56.0,198.0,112.0
Chandigarh (UT),Chandigarh,2022,7.0,27.0,113.0,57.0
Chattisgarh,Bilaspur,2022,8.0,14.0,61.0,27.0
Chattisgarh,Durg Bhillainagar,2022,10.0,13.0,61.0,26.0
Chattisgarh,Korba,2022,8.0,18.0,61.0,31.0
Chattisgarh,Raigarh,2022,11.0,13.0,73.0,32.0
Chattisgarh,Raipur,2022,14.0,20.0,72.0,30.0
"Dadara and Nagar Haveli and Daman and Diu (UT), India",Baldevi,2022,15.0,20.0,73.0,29.0
"Dadara and Nagar Haveli and Daman and Diu (UT), India",Daman,2022,19.0,24.0,76.0,31.0
"Dadara and Nagar Haveli and Daman and Diu (UT), India",Patlara (Daman),2022,18.0,23.0,76.0,30.0
"Dadara and Nagar Haveli and Daman and Diu (UT), India",Silvasa,2022,17.0,22.0,77.0,30.0
Delhi (UT),Delhi,2022,9.0,41.0,207.0,98.0
Goa,Amona,2022,7.0,12.0,58.0,27.0
Goa,Assanora,2022,7.0,13.0,57.0,27.0
Goa,Bicholim,2022,7.0,13.0,57.0,27.0
Goa,Codli,2022,7.0,13.0,58.0,27.0
Goa,Cuncolim,2022,7.0,13.0,68.0,31.0
Goa,Honda,2022,7.0,13.0,58.0,27.0
Goa,Kundaim,2022,7.0,13.0,59.0,28.0
Goa,Mapusa,2022,2.0,15.0,43.0,27.0
Goa,Margao,2022,7.0,13.0,57.0,27.0
Goa,Panaji,2022,2.0,16.0,62.0,27.0
Goa,Ponda,2022,7.0,13.0,59.0,28.0
Goa,Sanguem,2022,7.0,13.0,57.0,27.0
Goa,Tilamol,2022,7.0,13.0,58.0,27.0
Goa,Tuem,2022,7.0,13.0,57.0,27.0
Goa,Usgao Pale,2022,7.0,13.0,60.0,28.0
Goa,Vasco,2022,2.0,15.0,47.0,26.0
Gujarat,Ahmedabad,2022,22.0,33.0,112.0,41.0
Gujarat,Ankleshwar,2022,38.0,32.0,114.0,59.0
Gujarat,Gandhinagar,2022,16.0,13.0,89.0,47.0
Gujarat,Jamnagar,2022,14.0,19.0,109.0,27.0
Gujarat,Nandesari,2022,10.0,4.0,55.0,45.0
Gujarat,Rajkot,2022,14.0,19.0,108.0,28.0
Gujarat,Surat,2022,19.0,23.0,113.0,49.0
Gujarat,Vadodara,2022,14.0,19.0,110.0,28.0
Gujarat,Vapi,2022,37.0,9.0,119.0,69.0
Gujarat,Vatva,2022,8.0,42.0,113.0,51.0
Haryana,Ambala,2022,7.0,24.0,136.0,68.0
Haryana,Bahadurgarh,2022,11.0,26.0,163.0,83.0
Haryana,Ballabgarh,2022,20.0,14.0,156.0,68.0
Haryana,Bhiwani,2022,15.0,21.0,117.0,74.0
Haryana,Charkhi Dadri,2022,7.0,17.0,157.0,77.0
Haryana,Dharuhera,2022,10.0,19.0,216.0,87.0
Haryana,Faridabad,2022,15.0,20.0,211.0,92.0
Haryana,Fatehabad,2022,10.0,22.0,150.0,73.0
Haryana,Gurgaon,2022,7.0,24.0,197.0,90.0
Haryana,Hissar,2022,8.0,40.0,153.0,79.0
Haryana,Jind,2022,8.0,15.0,132.0,78.0
Haryana,Kaithal,2022,13.0,14.0,142.0,67.0
Haryana,Karnal,2022,11.0,12.0,113.0,55.0
Haryana,Kurukshetra,2022,11.0,31.0,132.0,74.0
Haryana,Mandikhera,2022,13.0,10.0,87.0,28.0
Haryana,Manesar,2022,13.0,21.0,161.0,91.0
Haryana,Narnaul,2022,5.0,26.0,114.0,55.0
Haryana,Palwal,2022,5.0,14.0,116.0,35.0
Haryana,Panipat,2022,23.0,19.0,167.0,50.0
Haryana,Sirsa,2022,19.0,28.0,130.0,50.0
Haryana,Sonepat,2022,12.0,19.0,184.0,46.0
Haryana,Yamuna Nagar,2022,11.0,14.0,168.0,76.0
Himachal Pradesh,Baddi,2022,16.0,17.0,126.0,46.0
Himachal Pradesh,Damtal,2022,2.0,5.0,67.0,33.0
Himachal Pradesh,Dharamshala,2022,2.0,5.0,47.0,22.0
Himachal Pradesh,Kala Amb,2022,4.0,12.0,84.0,42.0
Himachal Pradesh,Manali,2022,2.0,7.0,43.0,14.0
Himachal Pradesh,Nalagarh,2022,2.0,13.0,80.0,25.0
Himachal Pradesh,Parwanoo,2022,2.0,5.0,44.0,12.0
Himachal Pradesh,Poanta Sahib,2022,4.0,11.0,101.0,47.0
Himachal Pradesh,Shimla,2022,2.0,8.0,44.0,20.0
Himachal Pradesh,Sunder Nagar,2022,2.0,5.0,47.0,22.0
Himachal Pradesh,Una,2022,3.0,8.0,55.0,27.0
Jammu & Kashmir (UT),Jammu,2022,3.0,21.0,171.0,32.0
Jammu & Kashmir (UT),Srinagar (K),2022,22.0,17.0,83.0,27.0
Jharkhand,Barajamda,2022,17.0,22.0,78.0,86.5
Jharkhand,Dhanbad,2022,13.0,35.0,207.0,86.5
Jharkhand,Jamshedpur,2022,37.0,45.0,129.0,86.5
Jharkhand,Jharia,2022,14.0,37.0,281.0,86.5
Jharkhand,Jorapokhar,2022,13.0,14.0,126.0,86.5
Jharkhand,Ranchi,2022,17.0,36.0,106.0,86.5
Jharkhand,Saraikela,2022,37.0,45.0,134.0,86.5
Jharkhand,Sindri,2022,13.0,22.0,158.0,86.5
Karnataka,Bagalkote,2022,5.0,9.0,47.0,24.0
Karnataka,Bangalore,2022,6.0,19.0,68.0,32.0
Karnataka,Belgaum,2022,21.0,19.0,88.0,37.0
Karnataka,Bidar,2022,38.0,5.0,84.0,26.5
Karnataka,Bijapur / Vijayapura,2022,5.0,10.0,50.0,18.0
Karnataka,Chamarajanagar,2022,3.0,17.0,40.0,17.0
Karnataka,Chikkaballapur,2022,9.0,22.0,67.0,33.0
Karnataka,Chikkamagaluru,2022,5.0,17.0,46.0,20.0
Karnataka,Chitradurga,2022,3.0,6.0,41.0,12.0
Karnataka,Devanagere,2022,4.0,16.0,66.0,26.0
Karnataka,Gadag,2022,15.0,13.0,53.0,28.0
Karnataka,Gulbarga / Kalaburgi,2022,17.0,20.0,92.0,38.0
Karnataka,Hassan,2022,17.0,25.0,68.0,27.0
Karnataka,Haveri,2022,13.0,8.0,51.0,25.0
Karnataka,Hubli Dharwad,2022,8.0,15.0,72.0,29.0
Karnataka,Kolar,2022,59.0,13.0,97.0,43.0
Karnataka,Koppal,2022,20.0,13.0,55.0,23.0
Karnataka,Madikeri,2022,16.0,4.0,36.0,19.0
Karnataka,Mandya,2022,2.0,14.0,39.0,26.5
Karnataka,Mangalore,2022,8.0,27.0,58.0,22.0
Karnataka,Mysore,2022,3.0,14.0,47.0,20.0
Karnataka,Raichur,2022,16.0,24.0,91.0,31.0
Karnataka,Ramanagara,2022,24.0,19.0,58.0,28.0
Karnataka,Shimaga / Shivamogga,2022,5.0,23.0,52.0,23.0
Karnataka,Tumkuru,2022,2.0,14.0,59.0,34.0
Karnataka,Udupi,2022,25.0,16.0,21.0,26.5
Karnataka,Yadgir,2022,19.0,12.0,62.0,30.0
Kerala,Alappuzha,2022,2.0,5.0,50.0,29.0
Kerala,Eloor,2022,12.0,18.0,62.0,31.0
Kerala,Ernakulam,2022,3.0,26.0,34.0,22.0
Kerala,Kannur,2022,2.0,14.0,63.0,36.0
Kerala,Kochi,2022,6.0,17.0,80.0,58.0
Kerala,Kollam,2022,4.0,16.0,72.0,33.0
Kerala,Kottayam,2022,2.0,10.0,44.0,29.0
Kerala,Kozhikode,2022,5.0,14.0,59.0,33.0
Kerala,Mallappuram,2022,2.0,15.0,31.0,25.0
Kerala,Palakkad,2022,2.0,5.0,62.0,24.0
Kerala,Pathanamthitta,2022,2.0,5.0,33.0,29.0
Kerala,Thiruvalla,2022,2.0,5.0,60.0,29.0
Kerala,Thiruvanantapuram,2022,5.0,12.0,43.0,27.0
Kerala,Thrissur,2022,3.0,18.0,54.0,31.0
Kerala,Wayanad,2022,2.0,5.0,40.0,22.0
Madhya Pradesh,Amlai,2022,11.0,18.0,71.0,33.0
Madhya Pradesh,Bhopal,2022,16.0,22.0,126.0,52.0
Madhya Pradesh,Chindwara,2022,5.0,17.0,78.0,35.0
Madhya Pradesh,Dewas,2022,13.0,23.0,102.0,38.0
Madhya Pradesh,Gwalior,2022,20.0,27.0,132.0,64.0
Madhya Pradesh,Indore,2022,14.0,49.0,111.0,42.0
Madhya Pradesh,Jabalpur,2022,10.0,30.0,128.0,46.0
Madhya Pradesh,Katni,2022,17.0,27.0,151.0,58.0
Madhya Pradesh,Maihar,2022,9.0,10.0,37.0,17.0
Madhya Pradesh,Mandideep,2022,37.0,38.0,108.0,39.0
Madhya Pradesh,Nagda,2022,7.0,5.0,45.0,23.0
Madhya Pradesh,Pithampur,2022,15.0,14.0,106.0,44.0
Madhya Pradesh,Ratlam,2022,12.0,27.0,98.0,40.0
Madhya Pradesh,Rewa,2022,6.0,21.0,56.0,25.0
Madhya Pradesh,Sagar,2022,8.0,19.0,78.0,34.0
Madhya Pradesh,Satna,2022,6.0,13.0,62.0,21.0
Madhya Pradesh,Singrauli,2022,27.0,71.0,184.0,72.0
Madhya Pradesh,Ujjain,2022,8.0,16.0,118.0,46.0
Maharashtra,Akola,2022,14.0,14.0,63.0,45.0
Maharashtra,Ambernath,2022,21.0,47.0,78.0,45.0
Maharashtra,Amravati,2022,13.0,15.0,67.0,45.0
Maharashtra,Aurangabad,2022,15.0,26.0,125.0,58.0
Maharashtra,Badlapur,2022,22.0,57.0,125.0,45.0
Maharashtra,Bhiwandi,2022,29.0,41.0,61.0,45.0
Maharashtra,Chandrapur,2022,14.0,27.0,123.0,48.0
Maharashtra,Dombivali / Kalyan,2022,21.0,28.0,128.0,54.0
Maharashtra,Jalgaon,2022,12.0,20.0,63.0,45.0
Maharashtra,Jalna,2022,10.0,45.0,93.0,45.0
Maharashtra,Kolhapur,2022,14.0,25.0,80.0,45.0
Maharashtra,Latur,2022,8.0,16.0,55.0,45.0
Maharashtra,Mumbai,2022,16.0,29.0,114.0,49.0
Maharashtra,Nagpur,2022,8.0,22.0,85.0,45.0
Maharashtra,Nanded,2022,22.0,42.0,79.0,45.0
Maharashtra,Nashik,2022,5.0,27.0,61.0,36.0
Maharashtra,Navi Mumbai,2022,21.0,44.0,100.0,50.0
Maharashtra,Pimpri Chinchwad,2022,17.0,42.0,84.0,45.0
Maharashtra,Pune,2022,47.0,64.0,110.0,73.0
Maharashtra,Roha,2022,9.0,24.0,74.0,45.0
Maharashtra,Sangli,2022,9.0,35.0,58.0,45.0
Maharashtra,Solapur,2022,18.0,24.0,74.0,40.0
Maharashtra,Tarapur,2022,22.0,56.0,89.0,45.0
Maharashtra,Thane,2022,21.0,42.0,116.0,58.0
Maharashtra,Ulhas Nagar,2022,20.0,53.0,79.0,45.0
Maharashtra,Vasai virar,2022,22.0,19.0,156.0,40.0
Manipur,Imphal,2022,51.0,8.0,37.0,12.0
Meghalaya,Byraihat,2022,21.0,19.0,152.0,60.0
Meghalaya,Dawki,2022,6.0,12.0,39.0,21.0
Meghalaya,Khlihriat,2022,5.0,10.0,48.0,25.0
Meghalaya,Nongstoin,2022,5.0,11.0,38.0,21.0
Meghalaya,Shillong,2022,11.0,13.0,34.0,20.0
Meghalaya,Tura,2022,3.0,7.0,36.0,17.0
Meghalaya,Umaim,2022,6.0,8.0,96.0,31.0
Mizoram,Aizwal,2022,9.0,4.0,42.0,10.0
Mizoram,Champhai,2022,2.0,5.0,22.0,11.0
Mizoram,Kolasib,2022,2.0,5.0,20.0,9.0
Mizoram,Lawngtlai,2022,2.0,5.0,27.0,11.0
Mizoram,Lunglei,2022,2.0,5.0,19.0,11.0
Mizoram,Mamit,2022,2.0,5.0,25.0,11.0
Mizoram,Saiha,2022,2.0,5.0,27.0,11.0
Mizoram,Serchhip,2022,2.0,5.0,20.0,11.0
Nagaland,Dimapur,2022,2.0,8.0,92.0,33.0
Nagaland,Kohima,2022,41.0,3.0,70.0,27.0
Odisha,Angul,2022,10.0,27.0,100.0,36.0
Odisha,Balasore,2022,4.0,11.0,79.0,49.0
Odisha,Berhampur,2022,5.0,21.0,66.0,29.0
Odisha,Bhubaneshwar,2022,2.0,17.0,108.0,38.0
Odisha,Bonaigarh,2022,11.0,14.0,107.0,41.0
Odisha,Brajrajnagar,2022,24.0,19.0,73.0,34.0
Odisha,Cuttack,2022,4.0,19.0,103.0,35.0
Odisha,Jharsuguda,2022,9.0,14.0,111.0,55.0
Odisha,Kalinga Nagar,2022,6.0,14.0,102.0,59.0
Odisha,Konark,2022,2.0,13.0,68.0,42.5
Odisha,Paradeep,2022,14.0,9.0,91.0,39.0
Odisha,Puri,2022,2.0,14.0,92.0,42.5
Odisha,Rajgangpur,2022,11.0,12.0,118.0,29.0
Odisha,Rayagada,2022,5.0,16.0,72.0,42.5
Odisha,Rourkela,2022,11.0,13.0,110.0,42.0
Odisha,Sambalpur,2022,7.0,25.0,102.0,36.0
Odisha,Talcher,2022,24.0,28.0,80.0,39.0
Pondicherry (UT),Karaikal,2022,2.0,5.0,42.0,24.0
Pondicherry (UT),Pondicherry,2022,9.0,11.0,51.0,25.0
Punjab,Aligarh (Jagraon),2022,7.0,17.0,96.0,51.0
Punjab,Amritsar,2022,14.0,37.0,117.0,51.0
Punjab,Aspal Khurd (Tapa),2022,6.0,16.0,94.0,51.0
Punjab,Batala,2022,7.0,16.0,72.0,51.0
Punjab,Bhatinda,2022,11.0,21.0,119.0,38.0
Punjab,Binjon (Garshankar),2022,7.0,16.0,74.0,51.0
Punjab,Bishanpura (Payal),2022,8.0,19.0,96.0,51.0
Punjab,Changal (Sangrur),2022,5.0,16.0,92.0,51.0
Punjab,Dera Baba Nanak,2022,6.0,13.0,59.0,51.0
Punjab,Dera Bassi,2022,8.0,19.0,105.0,51.0
Punjab,Fatehpur (Samana),2022,5.0,15.0,93.0,51.0
Punjab,Mandi Gobindgarh,2022,11.0,23.0,132.0,72.0
Punjab,Gurdaspur,2022,7.0,16.0,75.0,51.0
Punjab,Guru Ki Dhab (Kotkapura),2022,5.0,15.0,87.0,51.0
Punjab,Jaito Sarja (Batala),2022,8.0,31.0,59.0,51.0
Punjab,Jalandhar,2022,13.0,23.0,126.0,46.0
Punjab,Khanna,2022,13.0,26.0,114.0,47.0
Punjab,Kharaori (Sirhind),2022,7.0,18.0,96.0,51.0
Punjab,Kotladoom (Ajnala),2022,7.0,17.0,126.0,51.0
Punjab,Lakho ke Behram (Ferozpur,2022,6.0,16.0,92.0,51.0
Punjab,Ludhiana,2022,11.0,23.0,172.0,59.0
Punjab,Mrar Kalan (Muktsar),2022,5.0,16.0,87.0,51.0
Punjab,Mukandpur (Nawashahar),2022,7.0,17.0,79.0,51.0
Punjab,Mureedke (Batala),2022,9.0,29.0,67.0,51.0
Punjab,Naudhrani (Malerkotla),2022,6.0,16.0,93.0,51.0
Punjab,Naya Nangal,2022,6.0,14.0,65.0,51.0
Punjab,Pathankot,2022,7.0,16.0,76.0,51.0
Punjab,Patiala,2022,6.0,19.0,105.0,48.0
Punjab,Peer Mohammad (Jalalabad),2022,5.0,16.0,88.0,51.0
Punjab,Qila Bharian (Sangrur),2022,5.0,15.0,89.0,51.0
Punjab,Rakhra (Patiala),2022,5.0,16.0,90.0,51.0
Punjab,Rohila (Samrala),2022,9.0,19.0,129.0,51.0
Punjab,Rupnagar,2022,8.0,11.0,119.0,45.0
Punjab,Sirhind,2022,7.0,20.0,97.0,51.0
Punjab,Tirathpur (Amritsar I),2022,7.0,17.0,126.0,51.0
Rajasthan,Ajmer,2022,18.0,26.0,113.0,51.0
Rajasthan,Alwar,2022,13.0,25.0,118.0,41.0
Rajasthan,Bharatpur,2022,7.0,25.0,160.0,54.0
Rajasthan,Bhiwadi,2022,18.0,58.0,210.0,94.0
Rajasthan,Chittorgargh,2022,8.0,23.0,121.0,54.0
Rajasthan,Jaipur,2022,11.0,39.0,143.0,57.0
Rajasthan,Jodhpur,2022,11.0,32.0,155.0,69.0
Rajasthan,Kota,2022,10.0,27.0,126.0,60.0
Rajasthan,Pali,2022,9.0,21.0,105.0,58.0
Rajasthan,Udaipur,2022,8.0,28.0,130.0,54.0
Sikkim,Chungthang,2022,4.0,5.0,25.0,16.0
Sikkim,Gangtok,2022,9.0,5.0,44.0,13.0
Sikkim,Mangan,2022,3.0,5.0,25.0,16.0
Sikkim,Namchi,2022,4.0,5.0,31.0,16.0
Sikkim,Pelling,2022,5.0,5.0,31.0,16.0
Sikkim,Rangpo,2022,5.0,9.0,64.0,16.0
Sikkim,Ravangla,2022,4.0,5.0,20.0,16.0
Sikkim,Singtam,2022,7.0,9.0,60.0,16.0
Tamilnadu,Chengalpattu,2022,49.0,27.0,80.0,41.0
Tamilnadu,Chennai,2022,11.0,16.0,61.0,27.0
Tamilnadu,Coimbatore,2022,14.0,16.0,50.0,27.0
Tamilnadu,Cuddalore,2022,16.0,18.0,45.0,17.0
Tamilnadu,Dharmapuri,2022,9.0,23.0,44.0,23.0
Tamilnadu,Dindigul,2022,34.0,45.0,44.0,27.0
Tamilnadu,Gummidipoondi,2022,8.0,7.0,34.0,20.0
Tamilnadu,Hosur,2022,26.0,12.0,66.0,35.0
Tamilnadu,Madurai,2022,17.0,20.0,67.0,28.0
Tamilnadu,Mettur,2022,9.0,23.0,43.0,21.0
Tamilnadu,Nagercoil,2022,8.0,14.0,42.0,12.0
Tamilnadu,Ooty,2022,39.0,10.0,46.0,21.0
Tamilnadu,Perambalur,2022,10.0,13.0,34.0,14.0
Tamilnadu,Ramanathapuram,2022,10.0,3.0,46.0,20.0
Tamilnadu,Salem,2022,24.0,14.0,48.0,25.0
Tamilnadu,Sivagangai,2022,12.0,15.0,42.0,24.0
Tamilnadu,Theni,2022,13.0,19.0,54.0,25.0
Tamilnadu,Tirupur,2022,17.0,19.0,136.0,42.0
Tamilnadu,Tiruvannamalai,2022,5.0,14.0,52.0,17.0
Tamilnadu,Tiruvarur,2022,14.0,16.0,41.0,15.0
Tamilnadu,Trichy,2022,11.0,15.0,46.0,20.0
Tamilnadu,Tuticorin,2022,6.0,12.0,56.0,17.0
Tamilnadu,Vellore,2022,21.0,6.0,69.0,30.0
Tamilnadu,Villupuram,2022,14.0,17.0,42.0,16.0
Telangana,Adilabad,2022,9.0,26.0,58.0,39.0
Telangana,Hyderabad,2022,7.0,22.0,88.0,39.0
Telangana,Karimnagar,2022,6.0,29.0,83.0,40.0
Telangana,Khammam,2022,7.0,41.0,74.0,39.0
Telangana,Kothur,2022,8.0,42.0,93.0,39.0
Telangana,Nalgonda,2022,11.0,29.0,71.0,30.0
Telangana,Nizamabad,2022,7.0,25.0,56.0,30.0
Telangana,Patencheru,2022,9.0,31.0,83.0,37.0
Telangana,Ramagundum,2022,7.0,31.0,83.0,51.0
Telangana,Sangareddy,2022,9.0,32.0,88.0,48.0
Telangana,Warangal,2022,6.0,22.0,62.0,39.0
Tripura,Agartala,2022,31.0,11.0,94.0,53.0
Uttar Pradesh,Agra,2022,14.0,21.0,129.0,66.0
Uttar Pradesh,Aligarh,2022,16.0,23.0,165.0,66.0
Uttar Pradesh,Allahabad,2022,25.0,21.0,124.0,45.0
Uttar Pradesh,Anpara,2022,18.0,26.0,169.0,66.0
Uttar Pradesh,Ayodhya,2022,6.0,20.0,194.0,66.0
Uttar Pradesh,Baghpat,2022,21.0,36.0,145.0,74.0
Uttar Pradesh,Bareilly,2022,12.0,26.0,124.0,48.0
Uttar Pradesh,Bulandshahr,2022,14.0,26.0,183.0,73.0
Uttar Pradesh,Firozabad,2022,14.0,29.0,132.0,51.0
Uttar Pradesh,Gajroula,2022,23.0,26.0,204.0,66.0
Uttar Pradesh,Ghaziabad,2022,16.0,42.0,211.0,87.0
Uttar Pradesh,Gorakhpur,2022,30.0,28.0,97.0,38.0
Uttar Pradesh,Greater Noida,2022,17.0,35.0,219.0,80.0
Uttar Pradesh,Hapur,2022,12.0,31.0,164.0,74.0
Uttar Pradesh,Hatras,2022,17.0,23.0,166.0,66.0
Uttar Pradesh,Jhansi,2022,15.0,19.0,129.0,47.0
Uttar Pradesh,Kanpur,2022,11.0,33.0,142.0,59.0
Uttar Pradesh,Khurja,2022,20.0,24.0,156.0,62.0
Uttar Pradesh,Lucknow,2022,10.0,31.0,148.0,63.0
Uttar Pradesh,Mathura,2022,12.0,27.0,172.0,66.0
Uttar Pradesh,Meerut,2022,15.0,41.0,168.0,78.0
Uttar Pradesh,Moradabad,2022,15.0,16.0,124.0,53.0
Uttar Pradesh,Muzaffarnagar,2022,15.0,23.0,180.0,93.0
Uttar Pradesh,Noida,2022,17.0,40.0,210.0,80.0
Uttar Pradesh,Raibareli,2022,7.0,12.0,109.0,66.0
Uttar Pradesh,Saharanpur,2022,12.0,21.0,169.0,66.0
Uttar Pradesh,Unnao,2022,7.0,26.0,122.0,66.0
Uttar Pradesh,Varanasi,2022,20.0,28.0,103.0,38.0
Uttar Pradesh,Vrindavan,2022,32.0,12.0,104.0,41.0
Uttarakhand,Dehradun,2022,11.0,14.0,118.0,59.0
Uttarakhand,Haldwani,2022,8.0,25.0,114.0,31.0
Uttarakhand,Haridwar,2022,18.0,26.0,128.0,59.5
Uttarakhand,Kashipur,2022,16.0,20.0,123.0,60.0
Uttarakhand,Rishikesh,2022,18.0,23.0,136.0,72.0
Uttarakhand,Rudrapur,2022,17.0,20.0,125.0,59.5
West Bengal,Amtala,2022,8.0,46.0,126.0,43.0
West Bengal,Asansol+Raniganj,2022,11.0,35.0,135.0,60.0
West Bengal,Baharampur,2022,2.0,20.0,78.0,43.0
West Bengal,Balurghat,2022,9.0,34.0,107.0,43.0
West Bengal,Bankura,2022,2.0,16.0,86.0,43.0
West Bengal,Barasat,2022,4.0,26.0,90.0,43.0
West Bengal,Bardhaman,2022,2.0,15.0,85.0,43.0
West Bengal,Barrckpore,2022,4.0,24.0,86.0,55.0
West Bengal,Baruipur,2022,8.0,47.0,124.0,43.0
West Bengal,Birpara,2022,9.0,34.0,103.0,43.0
West Bengal,Bolpur,2022,2.0,14.0,83.0,43.0
West Bengal,Chinsura,2022,2.0,22.0,83.0,43.0
West Bengal,Coochbihar,2022,9.0,34.0,103.0,43.0
West Bengal,Dankuni,2022,3.0,24.0,87.0,43.0
West Bengal,Darjeeling,2022,8.0,31.0,64.0,32.0
West Bengal,Durgapur,2022,20.0,26.0,156.0,62.0
West Bengal,Ghatal,2022,12.0,36.0,110.0,43.0
West Bengal,Haldia,2022,14.0,25.0,94.0,36.0
West Bengal,Howrah,2022,14.0,25.0,131.0,65.0
West Bengal,Jaigaon,2022,9.0,34.0,101.0,43.0
West Bengal,Jalpaiguri,2022,9.0,33.0,101.0,43.0
West Bengal,Jhargram,2022,12.0,36.0,99.0,43.0
West Bengal,Kalimpong,2022,8.0,31.0,64.0,43.0
West Bengal,Kalyani,2022,3.0,23.0,84.0,47.0
West Bengal,Kharagpur,2022,13.0,37.0,122.0,43.0
West Bengal,Kolkata,2022,8.0,34.0,101.0,44.0
West Bengal,Krishnanagar,2022,2.0,20.0,78.0,43.0
West Bengal,Madhyamgram,2022,4.0,26.0,90.0,43.0
West Bengal,Makhrapara /Alipurduar,2022,9.0,34.0,99.0,43.0
West Bengal,Malda,2022,9.0,34.0,115.0,43.0
West Bengal,Medinipur,2022,12.0,35.0,105.0,43.0
West Bengal,Purulia,2022,2.0,15.0,84.0,43.0
West Bengal,Raigunj,2022,9.0,33.0,104.0,43.0
West Bengal,Rampurhat,2022,2.0,16.0,86.0,43.0
West Bengal,Ranaghat,2022,2.0,21.0,81.0,43.0
West Bengal,Rishra,2022,3.0,25.0,90.0,43.0
West Bengal,Sankrail,2022,13.0,37.0,139.0,43.0
West Bengal,Siliguri,2022,9.0,37.0,111.0,42.0
West Bengal,Suri,2022,2.0,15.0,15.0,43.0
West Bengal,Tamluk,2022,13.0,36.0,123.0,43.0
West Bengal,Tribeni,2022,3.0,23.0,83.0,43.0
West Bengal,Uluberia,2022,13.0,38.0,126.0,43.0
West Bengal,Uttarpara,2022,2.0,22.0,82.0,43.0
Andhra Pradesh,Amaravati,2023,14.0,11.0,71.0,34.0
Andhra Pradesh,Anantapur,2023,10.0,20.0,58.0,24.0
Andhra Pradesh,Chittoor,2023,5.0,11.0,57.0,33.0
Andhra Pradesh,Kadapa,2023,4.0,22.0,53.0,34.0
Andhra Pradesh,Kakinada,2023,8.0,16.0,76.0,30.0
Andhra Pradesh,Kurnool,2023,7.0,17.0,60.0,30.0
Andhra Pradesh,Rajahmundry/ Rajamahendravaram,2023,10.0,16.0,78.0,38.0
Andhra Pradesh,Srikakulam,2023,9.0,20.0,72.0,30.0
Andhra Pradesh,Tirupati,2023,5.0,30.0,61.0,32.0
Andhra Pradesh,Vijayawada,2023,6.0,19.0,71.0,38.0
Andhra Pradesh,Visakhapatnam,2023,11.0,34.0,129.0,50.0
Andhra Pradesh,Vizianagaram,2023,9.0,20.0,74.0,28.0
Assam,Bongaigaon,2023,5.0,12.0,51.0,24.0
Assam,Brynihat,2023,33.0,28.0,289.0,146.0
Assam,Guwahati,2023,13.0,10.0,120.0,57.0
Assam,Nagaon,2023,11.0,15.0,113.0,51.0
Assam,Nalbari,2023,6.0,17.0,132.0,61.0
Assam,Silcher,2023,6.0,11.0,33.0,17.0
Assam,Sivasagar,2023,4.0,12.0,40.0,18.0
Assam,Tinsukia,2023,6.0,12.0,52.0,24.0
Bihar,Araria,2023,15.0,26.0,167.0,73.0
Bihar,Arrah,2023,10.0,36.0,168.0,84.0
Bihar,Aurangabad,2023,12.0,8.0,139.0,61.0
Bihar,Begusarai,2023,18.0,39.0,264.0,147.0
Bihar,Bettiah,2023,9.0,24.0,187.0,85.0
Bihar,Bhagalpur,2023,17.0,33.0,167.0,82.0
Bihar,Bihar Sharif,2023,10.0,7.0,121.0,42.0
Bihar,Chhapra,2023,17.0,20.0,210.0,82.0
Bihar,Gaya,2023,12.0,21.0,119.0,59.0
Bihar,Hajipur,2023,6.0,28.0,173.0,57.0
Bihar,Katihar,2023,14.0,50.0,193.0,89.0
Bihar,Kishanganj,2023,12.0,35.0,148.0,57.0
Bihar,Manguraha,2023,5.0,31.0,91.0,47.0
Bihar,Motihari,2023,7.0,49.0,142.0,47.0
Bihar,Munger,2023,20.0,28.0,193.0,73.0
Bihar,Muzaffarpur,2023,13.0,21.0,179.0,83.0
Bihar,Patna,2023,8.0,32.0,183.0,90.0
Bihar,Purnia,2023,9.0,28.0,154.0,89.0
Bihar,Rajgir,2023,5.0,18.0,141.0,73.0
